en,vi,length,translate,bleu_score,meteor
"A striking example of this fact is Upgren 1; initially, it was suggested that this small group of seven F stars was the remnant of an old cluster (Upgren & Rubin 1965) but later, Gatewood et al.","Một ví dụ nổi bật của thực tế này là Upgren 1; ban đầu, có ý kiến cho rằng nhóm nhỏ gồm 7 ngôi sao F này là tàn dư của một cụm sao cũ (Upgren & Rubin 1965) nhưng sau đó, Gatewood et al.",37,"Một ví dụ về thực tế của điều này là thất bại ban đầu, nó được đề xuất rằng nhóm nhỏ của đội bóng nhỏ của bảy ngôi sao cũ",2.4799898452262587e-78,0.3378673984806904
You gave me a fright there.,Bạn đã cho tôi một sợ có.,6,Cậu đã cho tôi một bãi rác ở đó.,0.2984745896009823,0.5512152777777778
Some stores charge a nominal fee for a bag.,Một số cửa hàng tính phí danh nghĩa cho một túi.,9,Một số cửa hàng cung cấp cho một túi.,0.34565432327315804,0.6405895691609977
Maybe the fight'll make a difference and something would change.,Có lẽ trận đấu sẽ tạo nên 1 sự khác biệt và điều gì đó sẽ thay đổi.,10,Có lẽ cuộc đấu sẽ tạo ra sự khác biệt và một vài điều gì đó sẽ thay đổi.,0.47207580389427084,0.8208717004297116
This town loves a psychopath.,Thị trấn này thích một tên tâm thần.,5,Thành phố này yêu thương một con lừa.,1.2882297539194154e-231,0.125
Six years times three weeks-- you owe me better than four months.,"6 năm, mỗi năm 3 tuần. Anh còn nợ tôi hơn 4 tháng.",12,"Sáu tuần, ba tuần, anh nợ em hơn 4 tháng.",2.937562638204395e-78,0.35118110236220473
Also cannot to scold year grown ajussi.,Cũng không thể để scold năm phát triển ajussi.,7,Cũng không thể lớn lên ở khu này một năm.,3.690122608639576e-78,0.3235653235653235
And you just lost that privilege.,Và ông vừa mới bị mất đặc quyền đó rồi.,6,Và mày mới mất đi sự thay đổi.,1.1103055738259992e-231,0.1530612244897959
By 09:00 Admiral Dewa was close enough to make out the Russian fleet through the morning mist.,"Cho đến 9 giờ, Phó Đô đốc Dewa đã đến đủ gần để nhìn thấy hạm đôi Nga qua làn sương mờ buổi sáng.",17,Đến ngày 29 tháng 7 năm 29: Đô trưởng Dewa đã đủ gần để thực hiện cuộc đổ bộ của Nga thông qua ngày hôm nay.,2.418843491213685e-78,0.3168044077134986
These were as essential to the success of the Roman Empire as the interstate highway system to the prosperity and development of the United States.,Đây là những điều thiết yếu dẫn đến thành công của Đế chế Roma như hệ thống đường cao tốc liên bang cho sự thịnh vượng và phát triển của nước Mỹ.,25,Những điều này là quan trọng đối với sự thành công của Đế chế La Mã như là hệ thống đường cao cho nền tảng của cuộc phát triển và phát,0.23061222423109176,0.5521930548198578
Tell the world you are the cruelest of all.,Hãy cho thế giới biết bạn là ác độc nhất.,9,Hãy nói với thế giới mà anh là kẻ vô thức tệ nhất.,6.311514251575017e-155,0.3611650485436893
"During that time, Baldwin escorted Bon Homme Richard to the Panama Canal Zone and operated off the east coast in the antisubmarine screens of the aircraft carriers Boxer and Card.",Trong giai đoạn này nó đã hộ tống tàu sân bay Bon Homme Richard đi đến vùng kênh đào Panama và hoạt động ngoài khơi vùng bờ Tây trong thành phần hộ tống chống tàu ngầm cho các tàu sân bay Boxer and Card.,30,"Trong thời gian đó, nó hộ tống cho tàu của hãng Homier HMS tấn công vào vịnh Dol và hoạt động ngoài khơi bờ biển phía",0.08906295615990602,0.2561380989994733
"He became a cultural icon for his portrayal of James T. Kirk, Captain of the USS Enterprise, in the Star Trek franchise.","Ông đã trở thành một biểu tượng văn hóa với vai diễn James T. Kirk, thuyền trưởng tàu USS Enterprise trong phim Star Trek.",22,Ông đã trở thành một người mẫu văn hóa của ông James T.Le theo Công tước của Đồng minh USS T.,0.18531876431919397,0.3763713080168776
I may have sold him a very expensive wool rug... that was made from the fur of a skunk... 's butt.,Có lẽ là do tôi đã bán cho ông ấy một cái thảm rất đắt tiền được làm từ lông mông của một con chồn hôi.,21,Tôi có thể đã bán được hắn rất nhiều tiền... là đã được làm từ lớp lông màu xanh... nhưng không có.,2.2988376027629548e-78,0.290625
It's the worst soil in the county.,Đó là cái mẫu đất tệ hại nhất trong đất nước này.,7,Đó là đất tồi tệ nhất trong quận.,6.155640941651613e-155,0.4406130268199233
"The guy has no idea what to do. (Laughter) ""Maestro, with all due respect, when should I start?""","Anh chàng ấy không biết phải làm gì (cười) ""Nhạc trưởng, với tất cả sự kính trọng, khi nào thì tôi nên bắt đầu?""",18,"Người đàn ông không có ý tưởng gì. (Cười lớn) ""với cái gì, bởi sự tôn trọng của tất cả những người được tự hào,",4.262352868760118e-155,0.1309647302904564
"GetDarker An online magazine full of interviews, articles, photos from events and videos. 10 Years of ...","GetDarker Tạp chí online với các bài phỏng vấn, bài viết, ảnh về sự kiện và video 10 Years of ...",17,"Cho người ta xem tạp chí mạng lưới toàn cầu, kể từ các sự kiện và video 10 năm.",0.1855510256475224,0.37447415865384615
So I need you to do something for me so we don't create any dangerous situations.,Nên tôi cần ông làm vài điều giúp tôi để ta không rơi vào tình thế nguy hiểm nào.,16,Tôi cần anh làm gì đó cho tôi không tạo ra những điều nguy hiểm.,1.1097150079804136e-231,0.25784507351327624
"Well let's do that. A sixth of a turn, followed by a third of a turn, the combined effect is as if I had just rotated it by half a turn in one go.","Hãy làm thế. Xoay 1/6 vòng, rồi xoay 1/3 vòng, kết quả có được là nó giống như thể tôi đã xoay nó nửa vòng trong một lần xoay.",34,"Vậy hãy làm thế A. 1 của một đầu vào đó, sau đó kết thúc, kết quả kết thúc là kết quả của tôi.",3.736387670402559e-155,0.17933723196881093
She promised him the exclusive rights to her story of revenge.,Cô ấy hứa ông ta sẽ được độc quyền câu chuyện báo thù của mình.,11,Bà ấy đã hứa rằng đối với ông ta với câu chuyện của bà để trả lời.,7.1049659118959834e-155,0.3766111707841031
- Lots of things can cause pneumothorax.,- Nhiều bệnh có thể gây tràn khí ngực lắm.,7,- Những thứ có thể gây ra sự gây hại.,3.965294799986402e-78,0.31562500000000004
Leaves energy decisions to individual choices.,Đặt các quyết định về năng lượng vào tay các cá nhân.,6,Việc này sẽ quyết định thay đổi cho nhân loại.,4.715309358549606e-155,0.15889830508474576
"In school, if you make a mistake, you can just try again tomorrow.","Ở trường thì, nếu bạn mắc sai lầm, bạn có thể thử lại lần nữa.",13,"Trong trường hợp, nếu bạn gây sai, bạn có thể thử lại vào ngày mai.",0.2925612730731506,0.5192708333333333
Preceded by CIG de Malley Lausanne Saporta Cup Final Venue 2001 Succeeded by Palais des Sports de Gerland Lyon,Tiền nhiệm CIG de Malley Lausanne Cup Saporta Địa điểm cuối cùng 2001 Kế nhiệm Palais des Sports de Gerland Lyon,19,Được thành lập bởi CGILIcca de lar Ogérie Cúp Cúp câu lạc bộ Nraviragrain V,6.205370489820507e-232,0.024509803921568627
- He went out with my wife.,Hắn đi chơi với vợ tôi!,7,- Anh ta đi với vợ tôi.,7.711523862191631e-155,0.4189435336976321
"Your genetic information is strung into a long and twisted molecule, the DNA double helix, that has over three billion letters, beginning to end.","Thông tin di truyền của bạn được gắn vào chuỗi phân tử dài và xoắn, chuỗi xoắn kép DNA có khoảng hơn ba tỷ kí hiệu, kéo dài tới cả hai đầu.",24,"Thông tin của bạn là phân tử một số hình thành một phân tử dài và phân tử dài, mà đôi mắt anh ta sẽ chỉ ra sau đó,",0.09814590772294837,0.2215595425867508
I told you this was a bad idea.,Em đã nói đây không phải ý hay mà.,8,Tôi đã nói với cô đây là ý tồi tệ.,6.8489908526642754e-155,0.3468406593406593
"On the night of 3–4 April 1945, the Germans carried out Operation Walpurgisnacht, during which thousands of soldiers and refugees were transported from Gdynia to Hela.","Vào đêm 3 tháng 4 năm 1945, người Đức đã thực hiện Chiến dịch Walpurgisnacht, trong đó hàng ngàn binh lính và người tị nạn đã được vận chuyển từ Gdynia đến Hela.",26,"Vào đêm 3 tháng 4 năm 1945, quân đội Đức đã thực hiện Chiến dịch chiến tranh chống tàu chiến, trong đó có hàng ngàn binh lính và quân",0.4322823074074483,0.5938650306748468
"Some 1,710 towns and 70 thousand settlements were destroyed.",Khoảng 1.710 thị trấn và 70 nghìn khu nhà cửa bị phá huỷ.,9,Có 210 thị trấn và 70 ngàn cư dân đã bị phá hủy.,0.22997519112894443,0.45299145299145305
"D-Day: June 6, 1944 -- The Climactic Battle of WWII.",D-Day ngày 6 tháng 6 năm 1944: The Climactic Battle of WWII.,10,DT: 6 tháng 6 năm 1944 - trận đánh của Wear WW của W.,0.1777835117834348,0.32530737704918034
"In the mid-1970s, Webb served a two-year prison term in New York state prison.","Vào giữa những năm 1970, Webb đã thụ án hai năm tù tại nhà tù bang New York.",14,"Vào giữa những năm 1980, chúng tôi từng là một nhà tù trong hai năm ở New York.",0.20105373454060027,0.5377777777777778
And you can not do anything to stop us.,Và ông ko thể làm gì để ngăn tôi lại đâu.,9,Và cậu không thể làm bất cứ điều gì để ngăn cản chúng tôi.,3.6799428630948515e-78,0.4977876106194691
"On the other hand, grappling also offers the possibility of controlling an opponent without injuring them.","Mặt khác, Grappling đưa ra khả năng kiểm soát đối thủ mà không làm họ bị thương.",16,"Mặt khác, sự giả mạo cũng cho phép khả năng kiểm soát một đối thủ chống lại chúng mà không cần phải nắm giữ.",0.1472821272412462,0.5468926553672316
* including one medal in the relay event in which he participated in the heats only,* bao gồm một huy chương tiếp sức mà chỉ tham dự ở vòng loại,16,"Như vậy, trong đó có một huy hiệu nhất trong đó anh tham gia vào việc làm nóng nhất trong các buổi điểm.",4.13918559701879e-155,0.1617440225035162
"In addition, many kelp species have pneumatocysts, or gas-filled bladders, usually located at the base of fronds near the stipe.","Ngoài ra, nhiều loài tảo bẹ còn có pneumatocysts, hay còn gọi là những bong bóng lọc khí, thường nằm ở đầu frond gần với stipe.",20,"Ngoài ra, nhiều loài đơn vị có xương sống ở đây có dạng tinh thể sinh, hoặc là chất lượng của vật chất, thường nằm ở cơ sở",0.12874330508144843,0.3284327584582038
"According to the Bali Road Map, a framework for climate change mitigation beyond 2012 was to be agreed there.","Theo lộ trình Bali, chương trình khung về giảm thiểu biến đổi khí hậu trước năm 2012 sẽ được đưa ra ở hội nghị này.",19,"Theo tuyến đường Bai, một hành quân hành quân khí hậu thay đổi khí hậu bên ngoài năm 2012 được phê duyệt ở đó.",2.4700336807571906e-78,0.2820657630522088
And this is the famous Michigan Theater.,Còn đây là Nhà hát Michigan nổi tiếng.,7,Và đây là khu bảo tàng nổi tiếng của Mỹ.,6.373704167435469e-155,0.3116531165311653
He is arrogant and always looks down upon others.,Anh ta kiêu ngạo và luôn coi thường người khác.,9,Anh ta dễ chịu và luôn trông như thế.,7.70649047396433e-155,0.37878787878787884
"You may have seen this in other forms, but the top line is the amount of protected area on land, globally, and it's about 12 percent.","Bạn có thể thấy cái này trong nhiều dạng hình khác nhau, nhưng đường trên cùng biểu thị diện tích được bảo vệ trên đất liền trên toàn thế giới, nó chiếm khoảng 12%.",26,"Bạn có thể thấy trong các hình thức khác, nhưng dòng này là lượng lớn của khu vực được bảo vệ trên đất liền, và nó chiếm khoảng 12",0.21855316744417896,0.4351096082089553
And maybe some of our terrestrial squabbles don't seem as important after having flown to the Moon than they did before.,Và có lẽ một vài cuộc cãi vã của chúng ta dường như không còn quan trọng sau khi bay lên Mặt Trăng hơn trước đây. Chúng ta đã biết được nhiều điều về Mặt Trăng nhưng chúng ta thực sự biết được gì về Trái Đất.,21,Có lẽ vài người trong vùng đất quanh đây không hề có vẻ như quan trọng khi đang bay lên mặt trăng trước đây.,2.891107184719912e-155,0.25612929735652645
- They didn't have flashlights?,- Họ không có đèn pin sao?,5,- Họ không có chi tiết sao?,0.4347208719449914,0.6914285714285714
"By ""them"" you mean people like me?","- ""Họ"" nghĩa là người như tôi à?",7,"""Bạn"" nghĩa là những người như tôi?",8.542604910486144e-155,0.4746835443037974
"♪ The taste of free will, ♪",♪ Jo Zaayka Manmaaniyon ♪ Hương vị của sự tự do này,7,"♪ Thần lực sẽ tự do, ♪",7.216120604020078e-232,0.13043478260869565
"The deserts of Peru are amongst the driest in the world, but just add a little water and plants that have lain dormant for months will burst into life.","Các sa mạc ở Peru nằm trong số những sa mạc khô nhất trên thế giới, nhưng chỉ cần cho vào một ít nước, các thực vật nằm yên trong nhiều tháng sẽ bùng nổ sự sống.",29,"Các sa mạc của Peru là những người ở thế giới, nhưng chỉ có một số cây nước ít hơn và sự gia tăng lượng nước có thể nổ tung",0.10769610295468014,0.3317416590143863
This rate is over 30 times higher than the overall fatality rate.,Tỉ lệ này cao gấp 30 lần tỉ lệ tử vong chung.,12,Số lượng này cao hơn 30 lần so với tỷ lệ tử vong là thiệt hại.,3.690122608639576e-78,0.5422975641869652
"Uh, would you like to call somebody?",Anh có định gọi cho ai không?,7,- Anh muốn gọi cho ai đó chứ?,4.797597231912944e-78,0.5281690140845071
There was so much to learn.,Có quá nhiều thứ để học.,6,Rất nhiều để học hỏi.,1.1862177682648818e-231,0.1694915254237288
The convoy was not spotted by the Germans and arrived at the Kola Inlet without incident on 25 December.,"Đoàn tàu vận tải đã không bị Đức phát hiện, và đi đến Kola Inlet bình yên vào ngày 25 tháng 12.",19,Con tàu không bị người Đức chiếm đóng và đến tại cuộc chiến tranh Korangine mà không có tai ngày 25 tháng 12 năm 12 tháng 12.,2.668589823175412e-78,0.33066666666666666
"Now, I'm going to approach, and before we start, I want to make sure that we do this in very, very serious conditions.","Tuyệt. Giờ tôi sẽ bước tới, và trước khi bắt đầu, tôi muốn chắc chắn rằng chúng ta vẫn đang rất nghiêm túc.",23,"Tôi sẽ tiếp cận trước và trước khi bắt đầu, tôi muốn đảm bảo rằng chúng ta làm việc trong điều kiện này, rất nghiêm túc.",0.32330201259893476,0.6376728659990464
He will keep her out of any real mischief.,Anh ta sẽ đảm bảo cho nó tránh khỏi những điều phiền hà.,9,Hắn sẽ giữ cô ta khỏi cái ghế thật sự.,9.988500430528834e-232,0.11811023622047245
"And the waves we surf, created by wind, are just one visible part of the continuous oscillation of energy that has shaped our universe since its very beginning.","Và việc sóng bắt đầu từ gió, chỉ là bề nổi của dao động năng lượng liên tục, thứ từng định hình vũ trụ từ buổi ban sơ.",28,"Và sóng thần chúng ta tạo ra từ đường, chỉ có một phần có thể nhìn thấy được lượng lượng liên quan đến năng lượng của chúng ta đã bắt",5.6573171863932095e-155,0.20707468698012438
"Sicily was ruled by Norman warlords at the time, and Princess Adelaide del Vasto brought to Sicily her retinue, including a number of knights and their horses.","Sicily được cai trị bởi các lãnh chúa Norman vào thời điểm đó, và Công chúa Adelaide del Vasto đã mang dàn hộ vệ đến Sicily, bao gồm một số hiệp sĩ và những con ngựa của họ.",27,"ên hộ của thái hậu quả là của quân Đồng Minh tại thời điểm đó, và Công chúa quý báu đã khiến bà trở lại đảo ngược với sự chỉ",0.12965113292079142,0.20609318996415768
"She then gave Portuguese lessons at the secondary school Francisco Manyanga for the time being, when David Simango was head of the school.","Sau đó, cô đã học các bài học tiếng Bồ Đào Nha tại trường trung học Francisco Manyanga, khi David Simango là người đứng đầu trường.",23,"Sau đó, bà đã học xong học tại trường trung học viện tiếng Bồ Đào Nha ở trung học lúc đó, khi David Simanla bị bắt giữ",0.2250265947708922,0.5126436781609195
Do Japanese children really paint the sun red?,Có phải trẻ con người Nhật thật sự thích tô mặt trời màu đỏ?,8,Con trai Nhật Bản thực sự vẽ lên mặt trời đỏ?,5.2435159800408115e-155,0.3112327656123276
